p2_points_won,p2_trend*server,p1_points_won,game_no*server,p1_place_ge*server,p2_games,elapsed_time,p1_games*server,p2_trend,return_depth_ND,point_no_to_start*server,server,rally_count,point_no_to_start,serve_width_BW,p1_trend,p2_games*server,p2_distance_run,speed_mph,p1_distance_run,point_no,game_no,p2_winner,serve_depth_NCTL,p1_games,past_time,past_time*server,p1_unf_err,last_time,serve_no,set_no*server,p1_trend*server
145,-153.0,154,4.0,1.0,2,178.71666666666667,1.0,-153.0,1,2.0,1,3.0,2,0,153.0,2.0,12.085,123.0,10.25,299,4,0.0,1,1,0.75,0.75,0.0,0.4166666666666572,1,5.0,153.0
145,-154.0,155,4.0,1.0,2,178.98333333333332,1.0,-154.0,1,3.0,1,1.0,3,0,154.0,2.0,0.856,126.0,0.954,300,4,0.0,1,1,1.0166666666666515,1.0166666666666515,0.0,0.3333333333333428,1,5.0,154.0
146,155.0,155,-5.0,-0.0,2,180.38333333333333,-2.0,-155.0,1,-0.0,-1,7.0,0,1,155.0,-2.0,35.393,126.0,41.783,301,5,0.0,1,2,0.0,-0.0,0.0,0.2666666666666515,1,-5.0,-155.0
147,155.0,155,-5.0,-0.0,2,180.65,-2.0,-155.0,1,-1.0,-1,1.0,1,0,155.0,-2.0,3.688,125.0,5.169,302,5,0.0,0,2,0.26666666666667993,-0.26666666666667993,0.0,1.4000000000000057,1,-5.0,-155.0
148,155.0,155,-5.0,-0.0,2,181.01666666666668,-2.0,-155.0,0,-2.0,-1,5.0,2,1,155.0,-2.0,16.212,126.0,16.658,303,5,1.0,1,2,0.6333333333333542,-0.6333333333333542,0.0,0.26666666666667993,2,-5.0,-155.0
148,155.0,156,-5.0,-0.0,2,181.46666666666667,-2.0,-155.0,1,-3.0,-1,1.0,3,0,155.0,-2.0,2.635,96.0,2.795,304,5,0.0,1,2,1.0833333333333428,-1.0833333333333428,1.0,0.36666666666667425,2,-5.0,-155.0
149,156.0,156,-5.0,-0.0,2,182.1,-2.0,-156.0,0,-4.0,-1,0.0,4,0,156.0,-2.0,3.242,96.0,5.964,305,5,0.0,0,2,1.7166666666666686,-1.7166666666666686,0.0,0.44999999999998863,1,-5.0,-156.0
149,-156.0,157,6.0,0.0,3,183.86666666666667,2.0,-156.0,0,0.0,1,7.0,0,0,156.0,3.0,26.177,133.0,40.553,306,6,0.0,0,2,0.0,0.0,0.0,0.6333333333333258,1,5.0,156.0
149,-157.0,158,6.0,1.0,3,184.36666666666667,2.0,-157.0,0,1.0,1,3.0,1,0,157.0,3.0,13.085,111.0,10.418,307,6,0.0,0,2,0.5,0.5,0.0,1.76666666666668,1,5.0,157.0
150,-158.0,158,6.0,1.0,3,184.65,2.0,-158.0,0,2.0,1,1.0,2,0,158.0,3.0,1.024,124.0,0.927,308,6,0.0,1,2,0.7833333333333314,0.7833333333333314,0.0,0.5,2,5.0,158.0
150,-158.0,159,6.0,1.0,3,185.05,2.0,-158.0,1,3.0,1,2.0,3,1,158.0,3.0,2.962,105.0,2.757,309,6,1.0,1,2,1.1833333333333371,1.1833333333333371,0.0,0.28333333333333144,2,5.0,158.0
150,-159.0,160,6.0,1.0,3,185.46666666666667,2.0,-159.0,0,4.0,1,1.0,4,0,159.0,3.0,11.865,99.0,8.558,310,6,0.0,1,2,1.5999999999999943,1.5999999999999943,0.0,0.4000000000000057,2,5.0,159.0
150,160.0,161,-7.0,-0.0,3,186.13333333333333,-3.0,-160.0,0,-0.0,-1,1.0,0,0,160.0,-3.0,4.056,98.0,3.293,311,7,0.0,1,3,0.0,-0.0,0.0,0.4166666666666572,1,-5.0,-160.0
151,161.0,161,-7.0,-1.0,3,186.5,-3.0,-161.0,1,-1.0,-1,4.0,1,0,161.0,-3.0,14.041,133.0,19.079,312,7,0.0,0,3,0.36666666666667425,-0.36666666666667425,0.0,0.6666666666666572,1,-5.0,-161.0
152,161.0,161,-7.0,-0.0,3,186.81666666666666,-3.0,-161.0,1,-2.0,-1,1.0,2,0,161.0,-3.0,6.872,133.0,8.586,313,7,0.0,0,3,0.6833333333333371,-0.6833333333333371,0.0,0.36666666666667425,2,-5.0,-161.0
152,161.0,162,-7.0,-0.0,3,187.46666666666667,-3.0,-161.0,1,-3.0,-1,5.0,3,0,161.0,-3.0,16.638,119.0,13.214,314,7,1.0,1,3,1.3333333333333428,-1.3333333333333428,0.0,0.3166666666666629,1,-5.0,-161.0
152,162.0,163,-7.0,-0.0,3,187.98333333333332,-3.0,-162.0,1,-4.0,-1,2.0,4,0,162.0,-3.0,6.657,135.0,10.334,315,7,0.0,1,3,1.8499999999999943,-1.8499999999999943,0.0,0.6500000000000057,2,-5.0,-162.0
152,163.0,164,-7.0,-1.0,3,188.45,-3.0,-163.0,1,-5.0,-1,0.0,5,0,163.0,-3.0,2.549,135.0,2.088,316,7,0.0,1,3,2.316666666666663,-2.316666666666663,0.0,0.5166666666666515,1,-5.0,-163.0
152,-164.0,165,8.0,0.0,3,189.85,4.0,-164.0,0,0.0,1,4.0,0,0,164.0,3.0,13.974,131.0,16.299,317,8,0.0,1,4,0.0,0.0,0.0,0.46666666666666856,1,5.0,164.0
152,-165.0,166,8.0,1.0,3,190.08333333333334,4.0,-165.0,0,1.0,1,1.0,1,0,165.0,3.0,0.774,127.0,0.747,318,8,0.0,1,4,0.2333333333333485,0.2333333333333485,0.0,1.4000000000000057,2,5.0,165.0
153,-166.0,166,8.0,1.0,3,190.76666666666668,4.0,-166.0,0,2.0,1,1.0,2,1,166.0,3.0,16.952,86.0,12.699,319,8,0.0,0,4,0.9166666666666856,0.9166666666666856,0.0,0.2333333333333485,1,5.0,166.0
153,-166.0,167,8.0,1.0,3,191.21666666666667,4.0,-166.0,1,3.0,1,2.0,3,1,166.0,3.0,9.612,112.0,5.562,320,8,1.0,1,4,1.3666666666666742,1.3666666666666742,0.0,0.6833333333333371,1,5.0,166.0
153,-167.0,168,8.0,1.0,3,191.71666666666667,4.0,-167.0,0,4.0,1,1.0,4,0,167.0,3.0,7.416,124.0,8.264,321,8,0.0,1,4,1.8666666666666742,1.8666666666666742,0.0,0.44999999999998863,1,5.0,167.0
154,168.0,168,-9.0,-0.0,3,192.1,-5.0,-168.0,1,-0.0,-1,1.0,0,0,168.0,-3.0,8.84,113.0,9.132,322,9,0.0,0,5,0.0,-0.0,0.0,0.5,1,-5.0,-168.0
155,168.0,168,-9.0,-0.0,3,192.46666666666667,-5.0,-168.0,1,-1.0,-1,5.0,1,1,168.0,-3.0,16.99,121.0,24.869,323,9,1.0,1,5,0.36666666666667425,-0.36666666666667425,0.0,0.38333333333332575,1,-5.0,-168.0
155,168.0,169,-9.0,-0.0,3,192.71666666666667,-5.0,-168.0,1,-2.0,-1,1.0,2,0,168.0,-3.0,5.625,128.0,5.931,324,9,0.0,0,5,0.6166666666666742,-0.6166666666666742,0.0,0.36666666666667425,2,-5.0,-168.0
156,169.0,169,-9.0,-0.0,3,193.1,-5.0,-169.0,0,-3.0,-1,2.0,3,0,169.0,-3.0,3.031,93.0,4.356,325,9,0.0,1,5,1.0,-1.0,0.0,0.25,2,-5.0,-169.0
157,169.0,169,-9.0,-0.0,3,193.51666666666668,-5.0,-169.0,1,-4.0,-1,1.0,4,1,169.0,-3.0,6.469,112.0,6.082,326,9,0.0,1,5,1.4166666666666856,-1.4166666666666856,0.0,0.38333333333332575,1,-5.0,-169.0
158,-169.0,169,10.0,0.0,4,195.15,5.0,-169.0,0,0.0,1,1.0,0,0,169.0,4.0,11.388,116.0,10.977,327,10,0.0,0,5,0.0,0.0,0.0,0.4166666666666856,1,5.0,169.0
158,-169.0,170,10.0,0.0,4,195.5,5.0,-169.0,1,1.0,1,2.0,1,1,169.0,4.0,10.965,107.0,6.857,328,10,0.0,1,5,0.3499999999999943,0.3499999999999943,1.0,1.6333333333333258,1,5.0,169.0
158,-170.0,171,10.0,0.0,4,196.1,5.0,-170.0,0,2.0,1,3.0,2,0,170.0,4.0,22.61,125.0,18.742,329,10,0.0,1,5,0.9499999999999886,0.9499999999999886,0.0,0.3499999999999943,1,5.0,170.0
158,-171.0,172,10.0,1.0,4,196.56666666666666,5.0,-171.0,0,3.0,1,3.0,3,0,171.0,4.0,17.859,125.0,27.388,330,10,0.0,1,5,1.4166666666666572,1.4166666666666572,0.0,0.5999999999999943,2,5.0,171.0
158,-172.0,173,10.0,1.0,4,197.78333333333333,5.0,-172.0,0,4.0,1,11.0,4,0,172.0,4.0,48.637,94.0,38.288,331,10,0.0,1,5,2.6333333333333258,2.6333333333333258,0.0,0.46666666666666856,1,5.0,172.0
0,0.0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1.0,0,0,0.0,0.0,15.447,114.0,10.67,1,1,0.0,0,0,0.0,0.0,0.0,0.0,1,1.0,0.0
0,-1.0,2,1.0,1.0,0,0.25,0.0,-1.0,0,1.0,1,1.0,1,0,1.0,0.0,15.447,114.0,10.67,2,1,0.0,0,0,0.25,0.25,0.0,0.0,1,1.0,1.0
1,-2.0,2,1.0,1.0,0,0.48333333333333334,0.0,-2.0,0,2.0,1,1.0,2,0,2.0,0.0,0.911,131.0,0.552,3,1,0.0,0,0,0.48333333333333334,0.48333333333333334,0.0,0.25,1,1.0,2.0
1,-2.0,3,1.0,1.0,0,0.95,0.0,-2.0,0,3.0,1,6.0,3,0,2.0,0.0,23.801,132.0,17.678,4,1,1.0,0,0,0.95,0.95,0.0,0.23333333333333334,1,1.0,2.0
1,-3.0,4,1.0,1.0,0,1.2166666666666666,0.0,-3.0,0,4.0,1,1.0,4,0,3.0,0.0,0.0,127.0,0.0,5,1,0.0,0,0,1.2166666666666666,1.2166666666666666,0.0,0.4666666666666666,2,1.0,3.0
2,4.0,4,-2.0,-0.0,0,2.5166666666666666,-1.0,-4.0,0,-0.0,-1,7.0,0,0,4.0,-0.0,39.243,99.0,29.48,6,2,0.0,1,1,0.0,-0.0,0.0,0.2666666666666666,1,-1.0,-4.0
3,4.0,4,-2.0,-0.0,0,2.8833333333333333,-1.0,-4.0,0,-1.0,-1,1.0,1,0,4.0,-0.0,0.556,125.0,1.372,7,2,0.0,1,1,0.3666666666666667,-0.3666666666666667,0.0,1.3,1,-1.0,-4.0
4,4.0,4,-2.0,-0.0,0,3.466666666666667,-1.0,-4.0,1,-2.0,-1,9.0,2,1,4.0,-0.0,29.908,123.0,33.986,8,2,0.0,1,1,0.9500000000000002,-0.9500000000000002,0.0,0.3666666666666667,1,-1.0,-4.0
5,4.0,4,-2.0,-0.0,0,3.8333333333333335,-1.0,-4.0,1,-3.0,-1,1.0,3,0,4.0,-0.0,1.393,113.0,1.221,9,2,1.0,0,1,1.3166666666666669,-1.3166666666666669,0.0,0.5833333333333335,1,-1.0,-4.0
6,-4.0,4,3.0,0.0,1,4.266666666666667,1.0,-4.0,0,0.0,1,1.0,0,0,4.0,1.0,10.1,123.0,14.213,10,3,0.0,1,1,0.0,0.0,0.0,0.3666666666666667,1,1.0,4.0
6,-4.0,5,3.0,0.0,1,4.583333333333333,1.0,-4.0,0,1.0,1,2.0,1,1,4.0,1.0,7.467,120.0,4.415,11,3,0.0,1,1,0.31666666666666643,0.31666666666666643,1.0,0.4333333333333331,1,1.0,4.0
6,-5.0,6,3.0,0.0,1,4.883333333333334,1.0,-5.0,0,2.0,1,1.0,2,0,5.0,1.0,10.759,132.0,7.384,12,3,0.0,0,1,0.6166666666666671,0.6166666666666671,0.0,0.31666666666666643,1,1.0,5.0
6,-6.0,7,3.0,1.0,1,5.183333333333334,1.0,-6.0,0,3.0,1,1.0,3,0,6.0,1.0,3.667,124.0,2.452,13,3,0.0,0,1,0.916666666666667,0.916666666666667,0.0,0.3000000000000007,1,1.0,6.0
7,-7.0,7,3.0,1.0,1,5.45,1.0,-7.0,0,4.0,1,1.0,4,0,7.0,1.0,0.0,135.0,0.0,14,3,0.0,0,1,1.1833333333333336,1.1833333333333336,0.0,0.2999999999999998,1,1.0,7.0
7,-7.0,8,3.0,1.0,1,5.85,1.0,-7.0,0,5.0,1,2.0,5,0,7.0,1.0,15.59,132.0,14.037,15,3,0.0,1,1,1.583333333333333,1.583333333333333,0.0,0.2666666666666666,1,1.0,7.0
8,8.0,8,-4.0,-0.0,1,7.75,-2.0,-8.0,1,-0.0,-1,7.0,0,1,8.0,-1.0,50.482,135.0,26.357,16,4,0.0,1,2,0.0,-0.0,0.0,0.39999999999999947,1,-1.0,-8.0
9,8.0,8,-4.0,-0.0,1,8.1,-2.0,-8.0,1,-1.0,-1,1.0,1,0,8.0,-1.0,1.093,112.0,1.028,17,4,1.0,0,2,0.34999999999999964,-0.34999999999999964,0.0,1.9000000000000004,1,-1.0,-8.0
10,8.0,8,-4.0,-0.0,1,8.6,-2.0,-8.0,0,-2.0,-1,5.0,2,0,8.0,-1.0,15.17,118.0,23.886,18,4,0.0,1,2,0.8499999999999996,-0.8499999999999996,0.0,0.34999999999999964,1,-1.0,-8.0
11,8.0,8,-4.0,-0.0,1,9.0,-2.0,-8.0,1,-3.0,-1,3.0,3,0,8.0,-1.0,13.104,107.0,30.108,19,4,1.0,1,2,1.25,-1.25,0.0,0.5,1,-1.0,-8.0
12,-8.0,8,5.0,0.0,2,9.566666666666666,2.0,-8.0,1,0.0,1,1.0,0,1,8.0,2.0,13.355,126.0,6.807,20,5,0.0,0,2,0.0,0.0,0.0,0.40000000000000036,1,1.0,8.0
12,-8.0,9,5.0,0.0,2,9.95,2.0,-8.0,1,1.0,1,2.0,1,0,8.0,2.0,6.611,134.0,5.29,21,5,0.0,1,2,0.38333333333333286,0.38333333333333286,1.0,0.5666666666666664,1,1.0,8.0
12,-9.0,10,5.0,0.0,2,10.35,2.0,-9.0,1,2.0,1,1.0,2,0,9.0,2.0,6.877,131.0,13.075,22,5,0.0,0,2,0.7833333333333332,0.7833333333333332,0.0,0.38333333333333286,1,1.0,9.0
12,-10.0,11,5.0,1.0,2,10.683333333333334,2.0,-10.0,1,3.0,1,1.0,3,0,10.0,2.0,8.131,132.0,11.741,23,5,0.0,1,2,1.1166666666666671,1.1166666666666671,0.0,0.40000000000000036,2,1.0,10.0
12,-11.0,12,5.0,1.0,2,11.25,2.0,-11.0,0,4.0,1,3.0,4,1,11.0,2.0,13.173,90.0,15.025,24,5,0.0,1,2,1.6833333333333336,1.6833333333333336,0.0,0.3333333333333339,1,1.0,11.0
13,12.0,12,-6.0,-0.0,2,13.233333333333333,-3.0,-12.0,0,-0.0,-1,5.0,0,0,12.0,-2.0,12.606,133.0,11.796,25,6,0.0,1,3,0.0,-0.0,0.0,0.5666666666666664,1,-1.0,-12.0
14,12.0,12,-6.0,-0.0,2,13.7,-3.0,-12.0,0,-1.0,-1,3.0,1,0,12.0,-2.0,17.573,108.0,18.656,26,6,0.0,0,3,0.4666666666666668,-0.4666666666666668,0.0,1.9833333333333325,1,-1.0,-12.0
15,12.0,12,-6.0,-0.0,2,14.166666666666666,-3.0,-12.0,0,-2.0,-1,5.0,2,0,12.0,-2.0,42.1,121.0,26.476,27,6,1.0,1,3,0.9333333333333336,-0.9333333333333336,0.0,0.4666666666666668,2,-1.0,-12.0
16,12.0,12,-6.0,-0.0,2,14.766666666666667,-3.0,-12.0,0,-3.0,-1,1.0,3,0,12.0,-2.0,0.693,99.0,1.419,28,6,0.0,0,3,1.533333333333335,-1.533333333333335,0.0,0.4666666666666668,1,-1.0,-12.0
16,-12.0,13,7.0,0.0,3,15.233333333333333,3.0,-12.0,0,0.0,1,1.0,0,0,12.0,3.0,11.867,123.0,9.403,29,7,1.0,0,3,0.0,0.0,0.0,0.6000000000000014,2,1.0,12.0
16,-13.0,14,7.0,1.0,3,16.15,3.0,-13.0,1,1.0,1,7.0,1,0,13.0,3.0,36.839,105.0,24.853,30,7,0.0,1,3,0.9166666666666661,0.9166666666666661,0.0,0.466666666666665,1,1.0,13.0
16,-14.0,15,7.0,1.0,3,16.566666666666666,3.0,-14.0,1,2.0,1,5.0,2,0,14.0,3.0,11.933,130.0,9.118,31,7,0.0,1,3,1.333333333333334,1.333333333333334,0.0,0.9166666666666661,1,1.0,14.0
16,-15.0,16,7.0,1.0,3,16.816666666666666,3.0,-15.0,0,3.0,1,1.0,3,0,15.0,3.0,13.844,114.0,8.528,32,7,0.0,0,3,1.583333333333334,1.583333333333334,0.0,0.41666666666666785,1,1.0,15.0
16,16.0,17,-8.0,-0.0,3,18.433333333333334,-4.0,-16.0,0,-0.0,-1,1.0,0,0,16.0,-3.0,0.765,131.0,0.837,33,8,0.0,0,4,0.0,-0.0,0.0,0.25,1,-1.0,-16.0
17,17.0,17,-8.0,-1.0,3,19.0,-4.0,-17.0,1,-1.0,-1,8.0,1,0,17.0,-3.0,23.674,120.0,29.846,34,8,0.0,1,4,0.5666666666666664,-0.5666666666666664,0.0,1.6166666666666671,2,-1.0,-17.0
18,17.0,17,-8.0,-0.0,3,19.616666666666667,-4.0,-17.0,0,-2.0,-1,1.0,2,0,17.0,-3.0,7.079,113.0,7.352,35,8,0.0,1,4,1.1833333333333336,-1.1833333333333336,0.0,0.5666666666666664,2,-1.0,-17.0
19,17.0,17,-8.0,-0.0,3,20.266666666666666,-4.0,-17.0,0,-3.0,-1,1.0,3,0,17.0,-3.0,9.903,96.0,12.975,36,8,0.0,1,4,1.8333333333333321,-1.8333333333333321,1.0,0.6166666666666671,1,-1.0,-17.0
20,17.0,17,-8.0,-0.0,3,20.883333333333333,-4.0,-17.0,1,-4.0,-1,7.0,4,0,17.0,-3.0,15.717,117.0,18.596,37,8,1.0,1,4,2.4499999999999993,-2.4499999999999993,0.0,0.6499999999999986,1,-1.0,-17.0
21,-17.0,17,9.0,0.0,4,21.433333333333334,4.0,-17.0,1,0.0,1,1.0,0,0,17.0,4.0,0.581,125.0,0.911,38,9,0.0,1,4,0.0,0.0,0.0,0.6166666666666671,1,1.0,17.0
22,-17.0,17,9.0,0.0,4,22.033333333333335,4.0,-17.0,0,1.0,1,8.0,1,0,17.0,4.0,57.488,135.0,56.006,39,9,0.0,1,4,0.6000000000000014,0.6000000000000014,1.0,0.5500000000000007,2,1.0,17.0
22,-17.0,18,9.0,0.0,4,23.15,4.0,-17.0,1,2.0,1,8.0,2,0,17.0,4.0,29.005,101.0,27.196,40,9,0.0,1,4,1.716666666666665,1.716666666666665,1.0,0.6000000000000014,1,1.0,17.0
22,-18.0,19,9.0,0.0,4,23.583333333333332,4.0,-18.0,1,3.0,1,3.0,3,0,18.0,4.0,13.349,118.0,9.046,41,9,0.0,0,4,2.1499999999999986,2.1499999999999986,0.0,1.1166666666666636,1,1.0,18.0
22,-19.0,20,9.0,0.0,4,24.116666666666667,4.0,-19.0,1,4.0,1,7.0,4,0,19.0,4.0,20.845,131.0,14.657,42,9,0.0,1,4,2.6833333333333336,2.6833333333333336,0.0,0.43333333333333357,1,1.0,19.0
23,-20.0,20,9.0,1.0,4,24.433333333333334,4.0,-20.0,1,5.0,1,1.0,5,0,20.0,4.0,2.014,131.0,1.24,43,9,0.0,1,4,3.0,3.0,0.0,0.533333333333335,1,1.0,20.0
23,-20.0,21,9.0,0.0,4,25.35,4.0,-20.0,1,6.0,1,2.0,6,0,20.0,4.0,3.536,138.0,2.685,44,9,0.0,1,4,3.916666666666668,3.916666666666668,1.0,0.31666666666666643,1,1.0,20.0
23,-21.0,22,9.0,1.0,4,25.683333333333334,4.0,-21.0,0,7.0,1,1.0,7,0,21.0,4.0,6.764,141.0,7.44,45,9,0.0,0,4,4.25,4.25,0.0,0.9166666666666679,1,1.0,21.0
24,22.0,22,-10.0,-0.0,4,27.45,-5.0,-22.0,1,-0.0,-1,3.0,0,1,22.0,-4.0,6.882,129.0,5.354,46,10,0.0,1,5,0.0,-0.0,0.0,0.33333333333333215,1,-1.0,-22.0
25,22.0,22,-10.0,-0.0,4,27.883333333333333,-5.0,-22.0,1,-1.0,-1,3.0,1,0,22.0,-4.0,6.536,123.0,7.118,47,10,1.0,1,5,0.43333333333333357,-0.43333333333333357,0.0,1.7666666666666657,1,-1.0,-22.0
25,22.0,23,-10.0,-0.0,4,28.3,-5.0,-22.0,1,-2.0,-1,1.0,2,0,22.0,-4.0,0.569,121.0,0.578,48,10,1.0,0,5,0.8500000000000014,-0.8500000000000014,0.0,0.43333333333333357,2,-1.0,-22.0
25,23.0,24,-10.0,-0.0,4,29.033333333333335,-5.0,-23.0,0,-3.0,-1,2.0,3,0,23.0,-4.0,5.281,89.0,5.334,49,10,0.0,1,5,1.5833333333333357,-1.5833333333333357,0.0,0.41666666666666785,2,-1.0,-23.0
26,24.0,24,-10.0,-0.0,4,29.816666666666666,-5.0,-24.0,0,-4.0,-1,0.0,4,0,24.0,-4.0,0.524,89.0,0.855,50,10,0.0,1,5,2.366666666666667,-2.366666666666667,0.0,0.7333333333333343,1,-1.0,-24.0
26,24.0,25,-10.0,-0.0,4,30.333333333333332,-5.0,-24.0,1,-5.0,-1,3.0,5,0,24.0,-4.0,15.038,122.0,17.695,51,10,1.0,1,5,2.883333333333333,-2.883333333333333,0.0,0.7833333333333314,2,-1.0,-24.0
27,25.0,25,-10.0,-0.0,4,31.166666666666668,-5.0,-25.0,1,-6.0,-1,2.0,6,0,25.0,-4.0,3.0,98.0,4.226,52,10,0.0,1,5,3.7166666666666686,-3.7166666666666686,0.0,0.5166666666666657,1,-1.0,-25.0
28,25.0,25,-10.0,-1.0,4,31.6,-5.0,-25.0,1,-7.0,-1,1.0,7,0,25.0,-4.0,1.224,109.0,1.334,53,10,0.0,1,5,4.150000000000002,-4.150000000000002,0.0,0.8333333333333357,1,-1.0,-25.0
28,-25.0,26,11.0,0.0,5,32.11666666666667,5.0,-25.0,0,0.0,1,1.0,0,0,25.0,5.0,5.657,121.0,7.591,54,11,0.0,1,5,0.0,0.0,0.0,0.43333333333333357,1,1.0,25.0
28,-26.0,27,11.0,1.0,5,32.416666666666664,5.0,-26.0,0,1.0,1,1.0,1,0,26.0,5.0,0.839,120.0,0.634,55,11,0.0,1,5,0.29999999999999716,0.29999999999999716,0.0,0.5166666666666657,1,1.0,26.0
28,-27.0,28,11.0,1.0,5,32.75,5.0,-27.0,0,2.0,1,3.0,2,0,27.0,5.0,2.111,128.0,1.525,56,11,0.0,1,5,0.6333333333333329,0.6333333333333329,0.0,0.29999999999999716,1,1.0,27.0
28,-28.0,29,11.0,1.0,5,33.016666666666666,5.0,-28.0,0,3.0,1,1.0,3,0,28.0,5.0,1.462,118.0,0.84,57,11,0.0,0,5,0.8999999999999986,0.8999999999999986,0.0,0.3333333333333357,1,1.0,28.0
29,29.0,29,-12.0,-0.0,5,34.63333333333333,-6.0,-29.0,0,-0.0,-1,1.0,0,0,29.0,-5.0,1.083,123.0,0.789,58,12,0.0,1,6,0.0,-0.0,0.0,0.2666666666666657,1,-1.0,-29.0
30,29.0,29,-12.0,-0.0,5,35.05,-6.0,-29.0,1,-1.0,-1,3.0,1,0,29.0,-5.0,4.626,123.0,6.714,59,12,1.0,1,6,0.4166666666666643,-0.4166666666666643,0.0,1.6166666666666671,1,-1.0,-29.0
31,29.0,29,-12.0,-0.0,5,35.45,-6.0,-29.0,1,-2.0,-1,1.0,2,0,29.0,-5.0,0.887,124.0,1.169,60,12,0.0,1,6,0.81666666666667,-0.81666666666667,0.0,0.4166666666666643,1,-1.0,-29.0
32,29.0,29,-12.0,-0.0,5,35.9,-6.0,-29.0,1,-3.0,-1,3.0,3,0,29.0,-5.0,5.845,112.0,10.893,61,12,0.0,0,6,1.2666666666666657,-1.2666666666666657,0.0,0.4000000000000057,2,-1.0,-29.0
32,-29.0,30,13.0,0.0,6,36.81666666666667,6.0,-29.0,1,0.0,1,7.0,0,0,29.0,6.0,39.734,101.0,44.226,62,13,0.0,1,6,0.0,0.0,0.0,0.44999999999999574,1,1.0,29.0
33,30.0,30,-13.0,-1.0,6,37.53333333333333,-6.0,-30.0,1,-1.0,-1,5.0,1,0,30.0,-6.0,23.038,136.0,21.229,63,13,0.0,1,6,0.7166666666666615,-0.7166666666666615,0.0,0.9166666666666714,2,-1.0,-30.0
34,30.0,30,-13.0,-0.0,6,38.483333333333334,-6.0,-30.0,1,-2.0,-1,1.0,2,0,30.0,-6.0,1.308,87.0,2.881,64,13,0.0,1,6,1.6666666666666643,-1.6666666666666643,1.0,0.7166666666666615,1,-1.0,-30.0
34,-30.0,31,13.0,0.0,6,39.05,6.0,-30.0,1,3.0,1,3.0,3,0,30.0,6.0,6.085,125.0,9.373,65,13,0.0,1,6,2.233333333333327,2.233333333333327,1.0,0.9500000000000028,1,1.0,30.0
34,-31.0,32,13.0,0.0,6,39.4,6.0,-31.0,0,4.0,1,1.0,4,0,31.0,6.0,8.733,126.0,13.462,66,13,0.0,1,6,2.5833333333333286,2.5833333333333286,0.0,0.5666666666666629,1,1.0,31.0
35,32.0,32,-13.0,-1.0,6,39.93333333333333,-6.0,-32.0,0,-5.0,-1,1.0,5,0,32.0,-6.0,8.528,137.0,8.226,67,13,0.0,0,6,3.11666666666666,-3.11666666666666,0.0,0.3500000000000014,1,-1.0,-32.0
35,32.0,33,-13.0,-0.0,6,40.9,-6.0,-32.0,0,-6.0,-1,1.0,6,0,32.0,-6.0,1.776,119.0,3.103,68,13,0.0,1,6,4.083333333333329,-4.083333333333329,0.0,0.5333333333333314,2,-1.0,-32.0
35,-33.0,34,13.0,1.0,6,41.81666666666667,6.0,-33.0,0,7.0,1,0.0,7,0,33.0,6.0,0.0,119.0,0.0,69,13,0.0,1,6,5.0,5.0,0.0,0.9666666666666686,1,1.0,33.0
35,-34.0,35,13.0,1.0,6,42.15,6.0,-34.0,0,8.0,1,1.0,8,0,34.0,6.0,0.0,130.0,0.0,70,13,0.0,1,6,5.333333333333329,5.333333333333329,0.0,0.9166666666666714,1,1.0,34.0
36,35.0,35,-13.0,-1.0,6,42.583333333333336,-6.0,-35.0,0,-9.0,-1,1.0,9,0,35.0,-6.0,5.211,123.0,8.265,71,13,0.0,0,6,5.766666666666666,-5.766666666666666,0.0,0.3333333333333286,2,-1.0,-35.0
37,35.0,35,-13.0,-1.0,6,43.36666666666667,-6.0,-35.0,1,-10.0,-1,3.0,10,1,35.0,-6.0,8.835,87.0,8.223,72,13,0.0,1,6,6.549999999999997,-6.549999999999997,1.0,0.4333333333333371,1,-1.0,-35.0
38,-35.0,35,13.0,1.0,6,43.9,6.0,-35.0,1,11.0,1,1.0,11,0,35.0,6.0,2.078,106.0,2.624,73,13,0.0,0,6,7.083333333333329,7.083333333333329,0.0,0.7833333333333314,1,1.0,35.0
39,-35.0,35,13.0,0.0,6,44.85,6.0,-35.0,1,12.0,1,2.0,12,0,35.0,6.0,8.284,130.0,4.266,74,13,0.0,1,6,8.033333333333331,8.033333333333331,1.0,0.5333333333333314,2,1.0,35.0
40,35.0,35,-13.0,-0.0,6,45.85,-6.0,-35.0,0,-13.0,-1,6.0,13,0,35.0,-6.0,20.377,100.0,16.674,75,13,0.0,1,6,9.033333333333331,-9.033333333333331,1.0,0.9500000000000028,2,-1.0,-35.0
40,35.0,36,-1.0,-0.0,0,48.583333333333336,-0.0,-35.0,0,-0.0,-1,1.0,0,0,35.0,-0.0,0.68,82.0,0.997,76,1,0.0,1,0,0.0,-0.0,1.0,1.0,1,-2.0,-35.0
41,36.0,36,-1.0,-1.0,0,49.2,-0.0,-36.0,0,-1.0,-1,8.0,1,0,36.0,-0.0,24.409,109.0,28.083,77,1,0.0,0,0,0.6166666666666671,-0.6166666666666671,0.0,2.7333333333333343,2,-2.0,-36.0
42,36.0,36,-1.0,-0.0,0,50.25,-0.0,-36.0,1,-2.0,-1,11.0,2,0,36.0,-0.0,37.661,105.0,33.957,78,1,0.0,1,0,1.6666666666666643,-1.6666666666666643,1.0,0.6166666666666671,1,-2.0,-36.0
