p2_points_won,p2_trend*server,p1_points_won,game_no*server,p1_place_ge*server,p2_games,elapsed_time,p1_games*server,p2_trend,return_depth_ND,point_no_to_start*server,server,rally_count,point_no_to_start,serve_width_BW,p1_trend,p2_games*server,p2_distance_run,speed_mph,p1_distance_run,point_no,game_no,p2_winner,serve_depth_NCTL,p1_games,past_time,past_time*server,p1_unf_err,last_time,serve_no,set_no*server,p1_trend*server,factor
23,-29,29,9,0,3,32.86666667,5,-29,0,2,1,1,2,0,29,3,5.316,121,7.505,52,9,0,1,5,1.266666667,1.266666667,0,0.483333333,1,1,29,-2.076795
24,-29,29,9,0,3,33.36666667,5,-29,1,3,1,1,3,0,29,3,8.37,117,5.237,53,9,0,1,5,1.766666667,1.766666667,0,0.783333333,1,1,29,-3.051675
24,-29,30,9,0,3,33.71666667,5,-29,1,4,1,1,4,0,29,3,1.575,119,1.468,54,9,1,0,5,2.116666667,2.116666667,0,0.5,2,1,29,3.33288
24,-30,31,9,0,3,34.41666667,5,-30,1,5,1,0,5,0,30,3,2.146,119,1.073,55,9,0,1,5,2.816666667,2.816666667,0,0.35,1,1,30,0.637587
25,-31,31,9,0,3,35.06666667,5,-31,0,6,1,4,6,0,31,3,20.872,116,22.36,56,9,0,0,5,3.466666667,3.466666667,0,0.7,1,1,31,-3.063513
25,-31,32,9,1,3,35.51666667,5,-31,1,7,1,1,7,0,31,3,5.534,124,4.996,57,9,0,1,5,3.916666667,3.916666667,0,0.65,2,1,31,3.857116
26,-32,32,9,0,3,36.2,5,-32,0,8,1,2,8,0,32,3,8.972,98,8.338,58,9,0,1,5,4.6,4.6,0,0.45,2,1,32,-2.091025
27,-32,32,9,1,3,36.96666667,5,-32,0,9,1,5,9,0,32,3,24.522,108,26.371,59,9,0,1,5,5.366666667,5.366666667,1,0.683333333,1,1,32,-4.257607
27,-32,33,10,0,4,38.78333333,5,-32,1,0,1,1,0,0,32,4,9.21,124,8.155,60,10,0,0,5,0,0,0,0.766666667,1,1,32,5.198823
27,-33,34,10,1,4,39.06666667,5,-33,0,1,1,1,1,0,33,4,2.756,121,1.907,61,10,0,1,5,0.283333333,0.283333333,0,1.816666667,2,1,33,3.076974
28,-34,34,10,1,4,39.56666667,5,-34,1,2,1,3,2,1,34,4,11.749,91,8.591,62,10,0,1,5,0.783333333,0.783333333,0,0.283333333,2,1,34,-0.191843
28,-34,35,10,1,4,40.28333333,5,-34,0,3,1,10,3,0,34,4,36.912,104,44.553,63,10,1,1,5,1.5,1.5,0,0.5,1,1,34,4.496362
28,-35,36,10,1,4,40.58333333,5,-35,0,4,1,1,4,0,35,4,1.211,124,0.823,64,10,0,1,5,1.8,1.8,0,0.716666667,1,1,35,4.554401
29,-36,36,1,0,0,43.96666667,0,-36,0,0,1,1,0,0,36,0,5.852,128,5.05,65,1,0,1,0,0,0,0,0.3,1,2,36,-2.808545
30,-36,36,1,0,0,44.28333333,0,-36,1,1,1,3,1,0,36,0,7.81,121,7.45,66,1,1,1,0,0.316666667,0.316666667,0,3.383333333,1,2,36,-2.518192
30,-36,37,1,0,0,44.65,0,-36,1,2,1,3,2,0,36,0,16.196,120,18.505,67,1,0,0,0,0.683333333,0.683333333,0,0.316666667,2,2,36,3.010425
31,-37,37,1,0,0,45.26666667,0,-37,1,3,1,2,3,0,37,0,8.131,111,6.824,68,1,0,0,0,1.3,1.3,0,0.366666667,2,2,37,-2.046453
32,-37,37,1,0,0,45.73333333,0,-37,0,4,1,1,4,0,37,0,7.441,93,6.745,69,1,0,0,0,1.766666667,1.766666667,0,0.616666667,1,2,37,-1.401767
32,-37,38,2,0,1,46.56666667,0,-37,0,0,1,1,0,0,37,1,1.155,125,0.543,70,2,1,1,0,0,0,0,0.466666667,1,2,37,3.275122
32,-38,39,2,1,1,46.85,0,-38,1,1,1,1,1,0,38,1,3.681,117,1.87,71,2,0,1,0,0.283333333,0.283333333,0,0.833333333,1,2,38,1.789355
32,-39,40,2,1,1,47.31666667,0,-39,0,2,1,7,2,1,39,1,29.396,123,28.767,72,2,0,1,0,0.75,0.75,0,0.283333333,1,2,39,3.022214
32,-40,41,2,1,1,47.73333333,0,-40,1,3,1,5,3,1,40,1,18.46,109,19.445,73,2,0,1,0,1.166666667,1.166666667,0,0.466666667,2,2,40,2.746406
33,-41,41,3,0,1,48.35,1,-41,0,0,1,1,0,0,41,1,4.927,110,2.865,74,3,0,1,1,0,0,0,0.416666667,1,2,41,-3.211539
34,-41,41,3,0,1,48.71666667,1,-41,1,1,1,3,1,0,41,1,8.695,119,11.222,75,3,1,1,1,0.366666667,0.366666667,0,0.616666667,2,2,41,-1.09538
35,-41,41,3,0,1,49.31666667,1,-41,0,2,1,3,2,0,41,1,10.865,115,12.471,76,3,0,1,1,0.966666667,0.966666667,1,0.366666667,1,2,41,-1.649945
36,-41,41,3,0,1,49.8,1,-41,0,3,1,3,3,0,41,1,10.601,113,5.59,77,3,1,0,1,1.45,1.45,0,0.6,1,2,41,-4.190908
37,-41,41,4,0,2,51.46666667,1,-41,0,0,1,3,0,0,41,2,9.54,120,6.967,78,4,1,0,1,0,0,0,0.483333333,1,2,41,-0.655529
38,-41,41,4,0,2,51.85,1,-41,0,1,1,4,1,0,41,2,21.465,108,12.776,79,4,0,0,1,0.383333333,0.383333333,1,1.666666667,2,2,41,-0.860167
39,-41,41,4,0,2,52.26666667,1,-41,0,2,1,0,2,0,41,2,1.645,108,1.444,80,4,0,0,1,0.8,0.8,1,0.383333333,1,2,41,-1.909762
39,-41,42,4,0,2,53,1,-41,0,3,1,8,3,1,41,2,27.93,120,31.039,81,4,1,1,1,1.533333333,1.533333333,0,0.416666667,1,2,41,4.6555
39,-42,43,4,0,2,53.56666667,1,-42,0,4,1,1,4,0,42,2,0.883,122,0.914,82,4,0,0,1,2.1,2.1,0,0.733333333,1,2,42,1.734885
40,-43,43,4,0,2,53.9,1,-43,1,5,1,3,5,0,43,2,11.305,120,5.687,83,4,0,1,1,2.433333333,2.433333333,0,0.566666667,1,2,43,-2.443103
40,-43,44,5,0,3,54.78333333,1,-43,1,0,1,8,0,0,43,3,56.625,126,69.887,84,5,0,1,1,0,0,0,0.333333333,2,2,43,2.9159
41,-44,44,5,1,3,55.41666667,1,-44,1,1,1,2,1,0,44,3,8.452,113,8.519,85,5,0,1,1,0.633333333,0.633333333,0,0.883333333,1,2,44,-3.175518
41,-44,45,5,0,3,55.9,1,-44,1,2,1,3,2,0,44,3,8.45,122,6.469,86,5,1,1,1,1.116666667,1.116666667,0,0.633333333,1,2,44,3.221339
42,-45,45,5,1,3,56.46666667,1,-45,1,3,1,4,3,0,45,3,13.855,121,18.547,87,5,0,0,1,1.683333333,1.683333333,0,0.483333333,1,2,45,-0.637968
43,-45,45,5,0,3,57.1,1,-45,1,4,1,5,4,0,45,3,26.344,125,30.543,88,5,1,1,1,2.316666667,2.316666667,0,0.566666667,1,2,45,-1.009193
43,-45,46,5,0,3,57.98333333,1,-45,1,5,1,3,5,0,45,3,9.551,115,9.292,89,5,1,0,1,3.2,3.2,0,0.633333333,2,2,45,2.073254
44,-46,46,5,0,3,58.6,1,-46,1,6,1,2,6,0,46,3,7.851,97,9.734,90,5,0,1,1,3.816666667,3.816666667,0,0.883333333,2,2,46,-2.512516
45,-46,46,5,1,3,59.38333333,1,-46,1,7,1,7,7,0,46,3,24.598,110,27.844,91,5,1,1,1,4.6,4.6,0,0.616666667,2,2,46,-1.373371
45,-46,47,6,0,4,61.53333333,1,-46,1,0,1,5,0,0,46,4,16.561,114,18.646,92,6,1,1,1,0,0,0,0.783333333,1,2,46,5.240724
46,-47,47,6,1,4,61.93333333,1,-47,0,1,1,5,1,0,47,4,23.493,112,14.838,93,6,0,0,1,0.4,0.4,0,2.15,1,2,47,-1.232622
46,-47,48,6,0,4,62.43333333,1,-47,1,2,1,8,2,0,47,4,31.046,123,28.786,94,6,1,1,1,0.9,0.9,0,0.4,1,2,47,3.516955
46,-48,49,6,1,4,62.73333333,1,-48,1,3,1,1,3,0,48,4,4.429,112,2.524,95,6,0,0,1,1.2,1.2,0,0.5,1,2,48,2.468237
47,-49,49,6,1,4,63.06666667,1,-49,1,4,1,1,4,0,49,4,1.087,115,0.754,96,6,0,0,1,1.533333333,1.533333333,0,0.3,1,2,49,-0.523864
48,-49,49,6,1,4,63.46666667,1,-49,1,5,1,2,5,1,49,4,7.596,119,6.414,97,6,1,1,1,1.933333333,1.933333333,0,0.333333333,1,2,49,-0.461649
49,-49,49,6,0,4,63.76666667,1,-49,1,6,1,2,6,0,49,4,6.048,124,3.776,98,6,0,1,1,2.233333333,2.233333333,0,0.4,1,2,49,-0.070589
50,-49,49,6,1,4,64.13333333,1,-49,1,7,1,4,7,0,49,4,22.656,122,12.155,99,6,0,1,1,2.6,2.6,0,0.3,1,2,49,-0.913603
51,-49,49,7,0,5,65.1,1,-49,0,0,1,6,0,0,49,5,19.519,124,18.396,100,7,1,1,1,0,0,0,0.366666667,2,2,49,-1.713369
52,-49,49,7,0,5,65.75,1,-49,1,1,1,5,1,0,49,5,21.474,111,20.335,101,7,0,1,1,0.65,0.65,0,0.966666667,1,2,49,-0.405804
53,-49,49,7,0,5,66.43333333,1,-49,1,2,1,1,2,0,49,5,0.864,123,1.609,102,7,1,0,1,1.333333333,1.333333333,0,0.65,1,2,49,-1.40737
53,-49,50,7,0,5,66.76666667,1,-49,1,3,1,1,3,0,49,5,3.767,119,4.765,103,7,0,0,1,1.666666667,1.666666667,0,0.683333333,1,2,49,1.325369
53,-50,51,7,0,5,67.26666667,1,-50,1,4,1,2,4,1,50,5,9.684,123,9.641,104,7,0,1,1,2.166666667,2.166666667,0,0.333333333,2,2,50,1.004493
53,-51,52,7,0,5,68.16666667,1,-51,1,5,1,2,5,0,51,5,5.596,113,5.416,105,7,0,1,1,3.066666667,3.066666667,0,0.5,1,2,51,0.335666
54,-52,52,7,0,5,69,1,-52,0,6,1,4,6,0,52,5,16.09,123,14.521,106,7,0,1,1,3.9,3.9,0,0.9,1,2,52,-3.405452
55,-52,52,7,1,5,69.45,1,-52,0,7,1,1,7,0,52,5,1.619,124,0.672,107,7,1,0,1,4.35,4.35,0,0.833333333,1,2,52,-2.338707
55,-52,53,1,0,0,71.53333333,0,-52,0,0,1,1,0,0,52,0,0.862,126,0.992,108,1,1,1,0,0,0,0,0.45,1,3,52,3.625534
55,-53,54,1,1,0,71.86666667,0,-53,1,1,1,1,1,0,53,0,8.036,125,6.439,109,1,0,0,0,0.333333333,0.333333333,0,2.083333333,2,3,53,2.792431
56,-54,54,1,1,0,72.43333333,0,-54,1,2,1,3,2,1,54,0,14.531,88,11.46,110,1,0,1,0,0.9,0.9,0,0.333333333,2,3,54,-1.85205
57,-54,54,1,1,0,72.91666667,0,-54,0,3,1,2,3,0,54,0,9.96,95,6.483,111,1,0,1,0,1.383333333,1.383333333,1,0.566666667,2,3,54,-0.491393
58,-54,54,1,0,0,73.6,0,-54,1,4,1,4,4,1,54,0,14.506,93,13.373,112,1,0,1,0,2.066666667,2.066666667,0,0.483333333,2,3,54,0.485572
59,-54,54,1,0,0,74.26666667,0,-54,1,5,1,0,5,0,54,0,6.068,93,4.314,113,1,0,0,0,2.733333333,2.733333333,1,0.683333333,1,3,54,-0.185864
60,-54,54,2,0,1,75.15,0,-54,0,0,1,2,0,0,54,1,10.982,126,10.261,114,2,0,0,0,0,0,0,0.666666667,1,3,54,0.209443
61,-54,54,2,0,1,75.55,0,-54,0,1,1,3,1,0,54,1,8.662,122,8.122,115,2,1,1,0,0.4,0.4,0,0.883333333,1,3,54,-1.888324
62,-54,54,2,0,1,75.93333333,0,-54,0,2,1,1,2,0,54,1,8.551,123,9.009,116,2,1,1,0,0.783333333,0.783333333,0,0.4,1,3,54,-2.158187
63,-54,54,2,0,1,76.33333333,0,-54,0,3,1,1,3,0,54,1,7.768,114,1.714,117,2,0,0,0,1.183333333,1.183333333,0,0.383333333,1,3,54,-1.110915
63,-54,55,3,0,2,76.78333333,0,-54,0,0,1,1,0,0,54,2,5.89,122,6.958,118,3,1,1,0,0,0,0,0.4,2,3,54,2.808931
63,-55,56,3,1,2,77.31666667,0,-55,0,1,1,1,1,0,55,2,1.872,110,1.045,119,3,0,1,0,0.533333333,0.533333333,0,0.45,1,3,55,3.336079
63,-56,57,3,1,2,77.63333333,0,-56,0,2,1,3,2,0,56,2,9.053,119,6.816,120,3,0,1,0,0.85,0.85,0,0.533333333,2,3,56,3.147938
63,-57,58,3,1,2,78,0,-57,1,3,1,1,3,0,57,2,2.555,114,2.406,121,3,0,0,0,1.216666667,1.216666667,0,0.316666667,1,3,57,2.185886
64,-58,58,4,0,2,79.78333333,1,-58,1,0,1,1,0,0,58,2,1.058,115,0.775,122,4,0,1,1,0,0,0,0.366666667,1,3,58,-1.401371
64,-58,59,4,0,2,80.13333333,1,-58,1,1,1,3,1,0,58,2,15.482,124,17.037,123,4,1,0,1,0.35,0.35,0,1.783333333,1,3,58,0.353215
65,-59,59,4,0,2,80.63333333,1,-59,1,2,1,2,2,0,59,2,6.312,119,2.506,124,4,0,1,1,0.85,0.85,0,0.35,1,3,59,-3.042972
66,-59,59,4,0,2,80.96666667,1,-59,1,3,1,1,3,0,59,2,1.609,122,1.197,125,4,1,1,1,1.183333333,1.183333333,0,0.5,1,3,59,-2.135706
67,-59,59,4,0,2,81.71666667,1,-59,1,4,1,1,4,0,59,2,3.409,120,1.091,126,4,1,0,1,1.933333333,1.933333333,0,0.333333333,2,3,59,-2.445239
67,-59,60,5,0,3,82.53333333,1,-59,0,0,1,1,0,0,59,3,6.64,120,4.871,127,5,0,0,1,0,0,0,0.75,1,3,59,4.636336
67,-60,61,5,1,3,82.8,1,-60,0,1,1,1,1,0,60,3,0.81,121,0.921,128,5,0,1,1,0.266666667,0.266666667,0,0.816666667,2,3,60,3.510286
67,-61,62,5,1,3,83.16666667,1,-61,1,2,1,1,2,0,61,3,14.398,99,10.534,129,5,0,1,1,0.633333333,0.633333333,0,0.266666667,1,3,61,1.955111
67,-62,63,5,1,3,83.4,1,-62,1,3,1,1,3,0,62,3,1.019,121,0.716,130,5,0,1,1,0.866666667,0.866666667,0,0.366666667,1,3,62,2.564817
68,-63,63,6,0,3,85.33333333,2,-63,0,0,1,1,0,0,63,3,13.467,118,24.536,131,6,0,1,2,0,0,0,0.233333333,1,3,63,-1.251012
68,-63,64,6,0,3,85.83333333,2,-63,0,1,1,3,1,0,63,3,8.5,113,12.392,132,6,0,1,2,0.5,0.5,0,1.933333333,1,3,63,0.758979
69,-64,64,6,0,3,86.4,2,-64,1,2,1,4,2,0,64,3,14.268,120,14.225,133,6,0,1,2,1.066666667,1.066666667,0,0.5,1,3,64,-4.569524
70,-64,64,6,0,3,86.83333333,2,-64,0,3,1,1,3,0,64,3,12.349,124,9.027,134,6,0,1,2,1.5,1.5,0,0.566666667,1,3,64,-1.962966
71,-64,64,6,0,3,87.38333333,2,-64,0,4,1,3,4,0,64,3,10.66,124,16.478,135,6,1,0,2,2.05,2.05,0,0.433333333,1,3,64,-1.470411
72,-64,64,7,0,4,87.85,2,-64,0,0,1,3,0,0,64,4,14.419,114,18.357,136,7,1,0,2,0,0,0,0.55,1,3,64,0.363017
72,-64,65,7,0,4,88.38333333,2,-64,0,1,1,2,1,0,64,4,7.231,109,4.291,137,7,0,1,2,0.533333333,0.533333333,0,0.466666667,2,3,64,4.289347
72,-65,66,7,0,4,88.93333333,2,-65,1,2,1,1,2,0,65,4,3.882,111,1.634,138,7,0,1,2,1.083333333,1.083333333,0,0.533333333,2,3,65,2.235062
72,-66,67,7,1,4,89.45,2,-66,0,3,1,3,3,0,66,4,17.567,101,15.378,139,7,0,1,2,1.6,1.6,0,0.55,1,3,66,1.806918
72,-67,68,7,1,4,89.76666667,2,-67,0,4,1,1,4,0,67,4,1.039,120,0.763,140,7,0,0,2,1.916666667,1.916666667,0,0.516666667,1,3,67,1.555407
73,-68,68,8,0,4,91.43333333,3,-68,0,0,1,1,0,0,68,4,1.116,116,0.823,141,8,0,0,3,0,0,0,0.316666667,1,3,68,-2.510902
74,-68,68,8,0,4,91.9,3,-68,0,1,1,3,1,0,68,4,11.755,125,11.08,142,8,1,1,3,0.466666667,0.466666667,0,1.666666667,1,3,68,-2.093589
75,-68,68,8,0,4,92.31666667,3,-68,0,2,1,1,2,1,68,4,6.165,124,6.65,143,8,0,1,3,0.883333333,0.883333333,0,0.466666667,2,3,68,-1.836718
75,-68,69,8,0,4,94.03333333,3,-68,0,3,1,3,3,0,68,4,12.289,112,15.438,144,8,1,1,3,2.6,2.6,0,0.416666667,1,3,68,0.175562
76,-69,69,8,0,4,94.46666667,3,-69,1,4,1,2,4,0,69,4,7.645,120,10.039,145,8,0,1,3,3.033333333,3.033333333,0,1.716666667,1,3,69,-1.927106
77,-69,69,9,0,5,95.38333333,3,-69,1,0,1,3,0,0,69,5,13.652,113,14.365,146,9,1,1,3,0,0,0,0.433333333,1,3,69,-1.19912
78,-69,69,9,0,5,95.66666667,3,-69,1,1,1,2,1,0,69,5,0,118,0,147,9,1,1,3,0.283333333,0.283333333,0,0.916666667,2,3,69,0.882517
78,-69,70,9,0,5,96.2,3,-69,1,2,1,2,2,1,69,5,16.434,96,9.378,148,9,0,1,3,0.816666667,0.816666667,0,0.283333333,1,3,69,3.833337
78,-70,71,9,0,5,96.53333333,3,-70,1,3,1,1,3,0,70,5,1.062,124,0.871,149,9,0,1,3,1.15,1.15,0,0.533333333,1,3,70,1.323108
78,-71,72,9,0,5,96.8,3,-71,1,4,1,1,4,1,71,5,1.887,123,1.322,150,9,0,1,3,1.416666667,1.416666667,0,0.333333333,1,3,71,2.326372
78,-72,73,9,1,5,97.06666667,3,-72,1,5,1,1,5,1,72,5,4.189,121,2.903,151,9,0,1,3,1.683333333,1.683333333,0,0.266666667,2,3,72,2.072454
79,-73,73,10,0,5,98.78333333,4,-73,1,0,1,1,0,1,73,5,1.868,102,1.193,152,10,0,1,4,0,0,0,0.266666667,2,3,73,-2.152565
79,-73,74,10,0,5,99.35,4,-73,1,1,1,3,1,0,73,5,5.753,111,9.011,153,10,1,1,4,0.566666667,0.566666667,0,1.716666667,2,3,73,0.482042
79,-74,75,10,0,5,99.93333333,4,-74,1,2,1,2,2,0,74,5,8.139,116,10.294,154,10,0,1,4,1.15,1.15,0,0.566666667,1,3,74,0.180969
80,-75,75,10,1,5,100.5333333,4,-75,0,3,1,4,3,0,75,5,13.513,118,14.455,155,10,0,1,4,1.75,1.75,0,0.583333333,1,3,75,-1.871762
81,-75,75,10,0,5,101.05,4,-75,1,4,1,3,4,0,75,5,7.693,122,9.703,156,10,1,1,4,2.266666667,2.266666667,0,0.6,2,3,75,-2.380591
82,-75,75,10,0,5,101.75,4,-75,1,5,1,3,5,0,75,5,16.041,110,16.68,157,10,0,1,4,2.966666667,2.966666667,0,0.516666667,1,3,75,-0.058506
82,-75,76,1,0,0,104.6833333,0,-75,1,0,1,1,0,0,75,0,1.265,121,0.783,158,1,0,0,0,0,0,0,0.7,1,4,75,3.532727
82,-76,77,1,1,0,104.9333333,0,-76,1,1,1,1,1,0,76,0,1.294,111,0.827,159,1,0,0,0,0.25,0.25,0,2.933333333,1,4,76,1.195441
82,-77,78,1,1,0,105.1833333,0,-77,1,2,1,1,2,0,77,0,0.986,121,0.94,160,1,0,0,0,0.5,0.5,0,0.25,1,4,77,2.212061
82,-78,79,1,1,0,105.4833333,0,-78,0,3,1,3,3,1,78,0,13.866,117,7.81,161,1,0,1,0,0.8,0.8,0,0.25,1,4,78,2.161249
82,-79,80,2,0,0,106.2,1,-79,0,0,1,1,0,0,79,0,1.084,120,0.758,162,2,0,1,1,0,0,0,0.3,2,4,79,0.193389
83,-80,80,2,1,0,106.8833333,1,-80,1,1,1,4,1,0,80,0,24.562,119,16.545,163,2,0,1,1,0.683333333,0.683333333,0,0.716666667,1,4,80,-3.081549
83,-80,81,2,0,0,107.5166667,1,-80,1,2,1,7,2,0,80,0,24.27,121,23.422,164,2,1,1,1,1.316666667,1.316666667,0,0.683333333,2,4,80,1.266596
84,-81,81,2,1,0,108.45,1,-81,1,3,1,0,3,0,81,0,2.84,121,2.248,165,2,0,1,1,2.25,2.25,0,0.633333333,1,4,81,-3.169742
84,-81,82,2,0,0,108.9,1,-81,1,4,1,1,4,0,81,0,0.857,125,0.665,166,2,1,1,1,2.7,2.7,0,0.933333333,1,4,81,0.905682
85,-82,82,2,1,0,109.4333333,1,-82,1,5,1,2,5,0,82,0,4.681,118,6.96,167,2,0,0,1,3.233333333,3.233333333,0,0.45,1,4,82,-2.512069
85,-82,83,2,0,0,109.8833333,1,-82,1,6,1,1,6,0,82,0,0.967,124,0.704,168,2,1,1,1,3.683333333,3.683333333,0,0.533333333,1,4,82,0.325827
86,-83,83,2,1,0,110.5166667,1,-83,1,7,1,6,7,0,83,0,27.397,126,26.428,169,2,0,0,1,4.316666667,4.316666667,0,0.45,1,4,83,-2.475109
87,-83,83,2,0,0,110.9666667,1,-83,1,8,1,1,8,0,83,0,0.688,123,0.533,170,2,1,1,1,4.766666667,4.766666667,0,0.633333333,2,4,83,-2.081301
87,-83,84,2,1,0,111.6333333,1,-83,1,9,1,5,9,0,83,0,13.048,108,14.901,171,2,0,1,1,5.433333333,5.433333333,0,0.45,2,4,83,1.706323
88,-84,84,2,0,0,112.4333333,1,-84,1,10,1,2,10,0,84,0,14.164,116,9.885,172,2,0,1,1,6.233333333,6.233333333,0,0.666666667,1,4,84,-3.809156
89,-84,84,2,1,0,112.85,1,-84,1,11,1,1,11,0,84,0,5.894,129,7.056,173,2,0,1,1,6.65,6.65,0,0.8,2,4,84,-1.808719
89,-84,85,3,0,1,113.5,1,-84,1,0,1,1,0,0,84,1,5.262,116,5.77,174,3,0,1,1,0,0,0,0.416666667,1,4,84,3.211084
89,-85,86,3,1,1,113.7666667,1,-85,1,1,1,1,1,0,85,1,0.815,125,0.87,175,3,0,1,1,0.266666667,0.266666667,0,0.65,1,4,85,1.741639
89,-86,87,3,1,1,114.0166667,1,-86,1,2,1,1,2,0,86,1,3.425,122,1.669,176,3,0,0,1,0.516666667,0.516666667,0,0.266666667,2,4,86,1.803982
89,-87,88,3,1,1,114.4666667,1,-87,0,3,1,3,3,0,87,1,10.372,108,7.365,177,3,0,1,1,0.966666667,0.966666667,0,0.25,1,4,87,1.450955
89,-88,89,4,0,1,116.2166667,2,-88,0,0,1,1,0,0,88,1,9.557,123,6.896,178,4,0,1,2,0,0,0,0.45,1,4,88,0.444811
89,-89,90,4,1,1,116.6333333,2,-89,0,1,1,2,1,1,89,1,10.699,114,9.576,179,4,0,1,2,0.416666667,0.416666667,0,1.75,1,4,89,-0.118647
90,-90,90,4,1,1,117.3833333,2,-90,0,2,1,4,2,0,90,1,20.783,121,29.287,180,4,0,1,2,1.166666667,1.166666667,0,0.416666667,1,4,90,-2.644956
91,-90,90,4,1,1,117.85,2,-90,1,3,1,1,3,0,90,1,10.745,126,9.897,181,4,0,1,2,1.633333333,1.633333333,0,0.75,1,4,90,-1.68573
92,-90,90,4,0,1,118.4,2,-90,1,4,1,3,4,0,90,1,13.97,121,15.483,182,4,0,0,2,2.183333333,2.183333333,0,0.466666667,1,4,90,-0.004116
93,-90,90,4,0,1,118.9833333,2,-90,1,5,1,5,5,0,90,1,17.234,127,16.084,183,4,1,0,2,2.766666667,2.766666667,0,0.55,1,4,90,-2.133822
93,-90,91,5,0,2,119.5666667,2,-90,1,0,1,5,0,0,90,2,14.699,118,19.407,184,5,1,1,2,0,0,0,0.583333333,1,4,90,2.241302
94,-91,91,5,1,2,119.8166667,2,-91,1,1,1,1,1,0,91,2,1.376,123,1.008,185,5,0,1,2,0.25,0.25,0,0.583333333,1,4,91,-1.460286
94,-91,92,5,0,2,120.2833333,2,-91,0,2,1,6,2,0,91,2,29.481,123,20.804,186,5,1,1,2,0.716666667,0.716666667,0,0.25,2,4,91,3.548777
94,-92,93,5,1,2,120.7333333,2,-92,1,3,1,3,3,0,92,2,10.727,104,8.267,187,5,0,0,2,1.166666667,1.166666667,0,0.466666667,1,4,92,2.287688
94,-93,94,5,1,2,121,2,-93,1,4,1,1,4,0,93,2,1.129,120,0.578,188,5,0,0,2,1.433333333,1.433333333,0,0.45,1,4,93,1.650262
95,-94,94,6,0,2,122.6666667,3,-94,1,0,1,1,0,0,94,2,1.142,124,0.688,189,6,0,0,3,0,0,0,0.266666667,1,4,94,-2.130851
96,-94,94,6,0,2,123.3333333,3,-94,1,1,1,9,1,1,94,2,30.663,115,32.839,190,6,1,1,3,0.666666667,0.666666667,0,1.666666667,1,4,94,-2.157803
97,-94,94,6,0,2,123.8166667,3,-94,1,2,1,1,2,0,94,2,5.746,121,3.49,191,6,0,0,3,1.15,1.15,0,0.666666667,1,4,94,-1.299886
98,-94,94,6,0,2,124.2,3,-94,1,3,1,3,3,0,94,2,5.865,128,6.97,192,6,1,1,3,1.533333333,1.533333333,0,0.483333333,2,4,94,-0.23174
98,-94,95,7,0,3,124.95,3,-94,0,0,1,1,0,0,94,3,7.818,126,7.669,193,7,0,1,3,0,0,0,0.383333333,2,4,94,2.367006
98,-95,96,7,1,3,125.4833333,3,-95,1,1,1,5,1,1,95,3,21.875,109,15.891,194,7,0,1,3,0.533333333,0.533333333,0,0.75,1,4,95,-0.50272
98,-96,97,7,1,3,125.9,3,-96,1,2,1,5,2,0,96,3,25.203,117,18.255,195,7,0,0,3,0.95,0.95,0,0.533333333,1,4,96,1.161388
98,-97,98,7,1,3,126.1666667,3,-97,1,3,1,1,3,0,97,3,0.82,123,0.876,196,7,0,1,3,1.216666667,1.216666667,0,0.416666667,2,4,97,1.390893
99,-98,98,8,0,3,127.9166667,4,-98,1,0,1,1,0,0,98,3,2.269,122,1.236,197,8,0,1,4,0,0,0,0.266666667,1,4,98,-2.11619
99,-98,99,8,0,3,128.2333333,4,-98,1,1,1,1,1,0,98,3,1.237,126,0.679,198,8,1,1,4,0.316666667,0.316666667,0,1.75,2,4,98,1.302616
100,-99,99,8,0,3,128.8333333,4,-99,1,2,1,0,2,1,99,3,3.008,126,3.376,199,8,0,0,4,0.916666667,0.916666667,0,0.316666667,1,4,99,-2.840864
101,-99,99,8,0,3,129.1666667,4,-99,0,3,1,1,3,0,99,3,5.48,124,6.638,200,8,0,1,4,1.25,1.25,0,0.6,1,4,99,0.068334
101,-99,100,8,0,3,129.65,4,-99,0,4,1,3,4,0,99,3,10.607,120,7.572,201,8,1,0,4,1.733333333,1.733333333,0,0.333333333,2,4,99,0.911353
102,-100,100,8,0,3,130.3,4,-100,0,5,1,0,5,0,100,3,4.89,120,4.546,202,8,0,0,4,2.383333333,2.383333333,0,0.483333333,1,4,100,-2.791852
102,-100,101,9,0,4,130.85,4,-100,1,0,1,3,0,0,100,4,16.999,120,29.214,203,9,0,0,4,0,0,1,0.65,1,4,100,2.788072
102,-101,102,9,1,4,131.1333333,4,-101,1,1,1,1,1,0,101,4,7.695,124,6.318,204,9,0,1,4,0.283333333,0.283333333,0,0.55,1,4,101,1.016437
102,-102,103,9,1,4,131.4166667,4,-102,1,2,1,3,2,0,102,4,10.05,123,7.091,205,9,0,0,4,0.566666667,0.566666667,0,0.283333333,1,4,102,1.218416
102,-103,104,9,1,4,131.6833333,4,-103,1,3,1,1,3,0,103,4,1.254,113,0.559,206,9,0,0,4,0.833333333,0.833333333,0,0.283333333,1,4,103,2.266952
102,-104,105,10,0,4,133.5333333,5,-104,0,0,1,5,0,0,104,4,19.751,125,19.056,207,10,0,1,5,0,0,0,0.266666667,1,4,104,-0.039204
103,-105,105,10,1,4,134.0166667,5,-105,1,1,1,2,1,0,105,4,7.129,127,7.543,208,10,0,1,5,0.483333333,0.483333333,0,1.85,1,4,105,-2.755292
